abs_path,true_label,pred_label,plane,prob_0,prob_1,prob_2,prob_3,max_prob,correct,has_mask,dice,iou,gt_area,pred_area,fn_mask
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00589_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021915335,0.022885999,0.022288151,0.9329105,0.9329105,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00590_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.02158157,0.022458436,0.02252451,0.93343544,0.93343544,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00591_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021058396,0.021575775,0.021440016,0.9359258,0.9359258,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00592_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021572417,0.021117358,0.02149741,0.9358128,0.9358128,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00593_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021341328,0.02163795,0.021348896,0.93567187,0.93567187,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00594_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.022151781,0.022806337,0.021960173,0.9330817,0.9330817,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00595_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021348897,0.021850754,0.022139745,0.9346606,0.9346606,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00596_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021847615,0.0217388,0.021403445,0.93501025,0.93501025,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00597_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021416595,0.02179913,0.021694884,0.93508947,0.93508947,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00598_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.02126948,0.021863334,0.02168939,0.93517774,0.93517774,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00599_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021150399,0.021304928,0.021486988,0.9360577,0.9360577,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00600_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021946877,0.021906303,0.021708637,0.9344381,0.9344381,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00601_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.02149186,0.021759635,0.021077655,0.93567085,0.93567085,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00602_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021612942,0.02190891,0.021748014,0.9347302,0.9347302,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00603_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.02076325,0.02149727,0.021787016,0.9359525,0.9359525,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00604_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021796372,0.02205172,0.021403616,0.9347483,0.9347483,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00605_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021596065,0.021555634,0.021285905,0.9355624,0.9355624,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00606_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.022989564,0.022424733,0.022254296,0.9323315,0.9323315,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00607_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021240965,0.021208573,0.021443527,0.93610686,0.93610686,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00608_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.02147657,0.021765232,0.021848256,0.9349099,0.9349099,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00609_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021503992,0.021772737,0.022225192,0.9344981,0.9344981,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00610_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021130197,0.021158054,0.0212045,0.9365072,0.9365072,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00611_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.021390406,0.02162442,0.021670343,0.9353149,0.9353149,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00612_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.02171041,0.02186958,0.022166139,0.9342538,0.9342538,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00613_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021489155,0.022317069,0.02223858,0.9339552,0.9339552,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00614_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021533752,0.021871509,0.021971157,0.93462366,0.93462366,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00615_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.022061704,0.02178675,0.021095578,0.935056,0.935056,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00616_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021563955,0.022266867,0.021638308,0.93453085,0.93453085,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00617_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.022405718,0.022388112,0.022134297,0.93307185,0.93307185,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00618_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021942528,0.022185009,0.021676132,0.93419635,0.93419635,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00619_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.022246487,0.0218816,0.021840477,0.9340315,0.9340315,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00620_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.022063952,0.021999417,0.02188432,0.9340523,0.9340523,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00621_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021571936,0.021637402,0.021553338,0.9352373,0.9352373,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00622_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02171728,0.021817151,0.021844164,0.93462133,0.93462133,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00623_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.022091096,0.022024093,0.021961622,0.9339232,0.9339232,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00624_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021861464,0.021581206,0.021478172,0.9350792,0.9350792,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00625_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021914788,0.021766761,0.02150053,0.93481797,0.93481797,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00626_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.022209276,0.021991918,0.021715486,0.9340833,0.9340833,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00627_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021628773,0.021419022,0.02155168,0.9354006,0.9354006,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00628_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021563651,0.021165306,0.021386035,0.93588495,0.93588495,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00629_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02170995,0.021553593,0.02172865,0.93500787,0.93500787,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00630_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021844026,0.021464363,0.021350777,0.9353408,0.9353408,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00631_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021864153,0.021881301,0.021704517,0.9345499,0.9345499,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00632_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021668205,0.021769825,0.0214768,0.9350852,0.9350852,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00633_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021389542,0.021430792,0.020948883,0.9362309,0.9362309,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00634_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021595018,0.021229465,0.021494122,0.93568146,0.93568146,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00635_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021517152,0.021813408,0.021510512,0.9351589,0.9351589,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00636_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021819279,0.022075882,0.021658638,0.9344462,0.9344462,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00637_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021849068,0.021475833,0.021225661,0.9354494,0.9354494,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00638_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02183514,0.021649303,0.021289693,0.9352258,0.9352258,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00639_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021200273,0.021792872,0.02139641,0.93561053,0.93561053,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00640_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021361217,0.021672843,0.021440323,0.9355256,0.9355256,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00641_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021533225,0.021829734,0.021404644,0.9352324,0.9352324,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00642_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021696992,0.021746533,0.02153527,0.93502116,0.93502116,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00643_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02185628,0.021934077,0.021396475,0.9348132,0.9348132,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00644_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021347363,0.021473607,0.021125643,0.9360534,0.9360534,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00645_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021358512,0.021614784,0.021309765,0.9357169,0.9357169,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00646_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021559171,0.021741422,0.021389509,0.93530995,0.93530995,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00647_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021330059,0.02128399,0.021160373,0.93622565,0.93622565,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00648_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021569923,0.021660784,0.021406913,0.9353624,0.9353624,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00649_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.02167035,0.021565018,0.02125806,0.9355066,0.9355066,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00650_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021757185,0.021736965,0.021362752,0.9351431,0.9351431,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00651_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021568477,0.021784283,0.02150927,0.9351379,0.9351379,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00652_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021219507,0.021450054,0.02121898,0.93611145,0.93611145,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00653_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021408737,0.021528356,0.021338271,0.93572456,0.93572456,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00654_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021623323,0.021873571,0.021426275,0.93507683,0.93507683,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00655_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021629734,0.021809917,0.02149171,0.9350687,0.9350687,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00656_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021606492,0.02191275,0.021439295,0.9350414,0.9350414,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00657_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021575961,0.021867866,0.021596367,0.9349598,0.9349598,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00658_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.021922957,0.022521054,0.021974444,0.93358153,0.93358153,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00659_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.022105696,0.022503957,0.022099745,0.9332906,0.9332906,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00660_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.022105696,0.022503957,0.022099745,0.9332906,0.9332906,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00661_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.021504398,0.021645691,0.02141585,0.9354341,0.9354341,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00662_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.022127068,0.021603521,0.021663394,0.93460596,0.93460596,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00663_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.021491986,0.021681655,0.02169045,0.93513584,0.93513584,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00664_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.021540392,0.021289967,0.021133546,0.93603617,0.93603617,True,True,1.0,1.0,0.0,0.0,False
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00665_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.0218698,0.021820616,0.021754516,0.93455505,0.93455505,True,True,1.0,1.0,0.0,0.0,False
